timestamp,classification,head.x,head.y,head.z,leftShoulder.x,leftShoulder.y,leftShoulder.z,leftElbow.x,leftElbow.y,leftElbow.z,leftWrist.x,leftWrist.y,leftWrist.z,leftHand.x,leftHand.y,leftHand.z,leftFingerTip.x,leftFingerTip.y,leftFingerTip.z,leftHip.x,leftHip.y,leftHip.z,leftKnee.x,leftKnee.y,leftKnee.z,leftAnkle.x,leftAnkle.y,leftAnkle.z,leftFoot.x,leftFoot.y,leftFoot.z,rightShoulder.x,rightShoulder.y,rightShoulder.z,rightElbow.x,rightElbow.y,rightElbow.z,rightWrist.x,rightWrist.y,rightWrist.z,rightHand.x,rightHand.y,rightHand.z,rightFingerTip.x,rightFingerTip.y,rightFingerTip.z,rightHip.x,rightHip.y,rightHip.z,rightKnee.x,rightKnee.y,rightKnee.z,rightAnkle.x,rightAnkle.y,rightAnkle.z,rightFoot.x,rightFoot.y,rightFoot.z,spine.x,spine.y,spine.z,shoulderCenter.x,shoulderCenter.y,shoulderCenter.z,leftThumb.x,leftThumb.y,leftThumb.z,rightThumb.x,rightThumb.y,rightThumb.z,ballX,ballY
1478626919404,free_gestures,0.05555572360754013,0.306832492351532,2.1168529987335205,-0.12901295721530914,0.1459033042192459,2.1791646480560303,-0.18189053237438202,-0.08718082308769226,2.2627689838409424,-0.18986481428146362,-0.3128540813922882,2.30645751953125,-0.18673856556415558,-0.37820032238960266,2.3081231117248535,-0.18678134679794312,-0.43489742279052734,2.3034567832946777,-0.016264449805021286,-0.33110326528549194,2.3045313358306885,-0.048099204897880554,-0.6403094530105591,2.4493396282196045,-0.016526049003005028,-0.9055039882659912,2.604572296142578,-0.020341338589787483,-0.9743496775627136,2.490647315979004,0.22863364219665527,0.1379256546497345,2.1661155223846436,0.267711877822876,-0.10304218530654907,2.237107276916504,0.2656957507133484,-0.3224770724773407,2.264647960662842,0.257099986076355,-0.3899472653865814,2.2769622802734375,0.2531066834926605,-0.45392853021621704,2.2743635177612305,0.11468619108200073,-0.33183377981185913,2.2991573810577393,0.12385118007659912,-0.6154000759124756,2.424940586090088,0.11518276482820511,-0.9171947836875916,2.617979049682617,0.10957782715559006,-0.9859657883644104,2.5041139125823975,0.05281708016991615,-0.054241716861724854,2.250413656234741,0.05432957038283348,0.15303613245487213,2.174311876296997,-0.14847896993160248,-0.37922999262809753,2.289466619491577,0.2857995629310608,-0.40762072801589966,2.24649977684021,1052.1734619140625,2236.7317838277518
1478626919423,free_gestures,0.05555572360754013,0.306832492351532,2.1168529987335205,-0.12901295721530914,0.1459033042192459,2.1791646480560303,-0.18189053237438202,-0.08718082308769226,2.2627689838409424,-0.18986481428146362,-0.3128540813922882,2.30645751953125,-0.18673856556415558,-0.37820032238960266,2.3081231117248535,-0.18678134679794312,-0.43489742279052734,2.3034567832946777,-0.016264449805021286,-0.33110326528549194,2.3045313358306885,-0.048099204897880554,-0.6403094530105591,2.4493396282196045,-0.016526049003005028,-0.9055039882659912,2.604572296142578,-0.020341338589787483,-0.9743496775627136,2.490647315979004,0.22863364219665527,0.1379256546497345,2.1661155223846436,0.267711877822876,-0.10304218530654907,2.237107276916504,0.2656957507133484,-0.3224770724773407,2.264647960662842,0.257099986076355,-0.3899472653865814,2.2769622802734375,0.2531066834926605,-0.45392853021621704,2.2743635177612305,0.11468619108200073,-0.33183377981185913,2.2991573810577393,0.12385118007659912,-0.6154000759124756,2.424940586090088,0.11518276482820511,-0.9171947836875916,2.617979049682617,0.10957782715559006,-0.9859657883644104,2.5041139125823975,0.05281708016991615,-0.054241716861724854,2.250413656234741,0.05432957038283348,0.15303613245487213,2.174311876296997,-0.14847896993160248,-0.37922999262809753,2.289466619491577,0.2857995629310608,-0.40762072801589966,2.24649977684021,1052.1734619140625,2236.7317838277518
1478626919438,free_gestures,0.05561770871281624,0.3063196539878845,2.1162796020507812,-0.12924522161483765,0.1447044312953949,2.1781678199768066,-0.18197320401668549,-0.08843742311000824,2.2616994380950928,-0.18837881088256836,-0.31355398893356323,2.302137613296509,-0.18218763172626495,-0.3769735097885132,2.305501937866211,-0.18521519005298615,-0.4355890154838562,2.304492950439453,-0.015865080058574677,-0.3319176733493805,2.303313970565796,-0.048082564026117325,-0.6399042010307312,2.448864459991455,-0.016530627384781837,-0.9055014848709106,2.604440450668335,-0.01995697058737278,-0.9743434190750122,2.4904942512512207,0.22871464490890503,0.13780872523784637,2.1661899089813232,0.2683413028717041,-0.10205972194671631,2.239722967147827,0.26699239015579224,-0.3193187713623047,2.2693517208099365,0.26094430685043335,-0.3906196653842926,2.2826383113861084,0.2581538259983063,-0.4539395570755005,2.2769765853881836,0.11486967653036118,-0.3320505917072296,2.299107789993286,0.12214553356170654,-0.6239306926727295,2.4315755367279053,0.11459346860647202,-0.91572105884552,2.6167263984680176,0.1093844547867775,-0.9845012426376343,2.5028350353240967,0.05280968174338341,-0.054539088159799576,2.2500319480895996,0.0541938953101635,0.15286125242710114,2.174030303955078,-0.144072026014328,-0.36886709928512573,2.286214590072632,0.29075971245765686,-0.38946008682250977,2.2633888721466064,1052.1734619140625,2236.7317838277518
1478626919457,free_gestures,0.05552971735596657,0.3057366609573364,2.115530252456665,-0.1293211728334427,0.1430610865354538,2.1762537956237793,-0.18167513608932495,-0.0903424546122551,2.259373903274536,-0.18710283935070038,-0.31668761372566223,2.299175977706909,-0.1823224127292633,-0.38061803579330444,2.301513195037842,-0.18458066880702972,-0.4385390281677246,2.2928874492645264,-0.015165953896939754,-0.3325061798095703,2.301870107650757,-0.04697684943675995,-0.6402462720870972,2.4485812187194824,-0.016505267471075058,-0.9055240154266357,2.6043176651000977,-0.01918155886232853,-0.974376916885376,2.4903533458709717,0.22902292013168335,0.1376567929983139,2.166494846343994,0.269079327583313,-0.10138041526079178,2.2418830394744873,0.27040937542915344,-0.3173746168613434,2.2738404273986816,0.26426932215690613,-0.38327500224113464,2.2852134704589844,0.264806866645813,-0.44477298855781555,2.2784199714660645,0.11522785574197769,-0.3322063386440277,2.2990686893463135,0.12214428186416626,-0.6207244396209717,2.429370880126953,0.11451049894094467,-0.9156172871589661,2.6166677474975586,0.11005295813083649,-0.9844102263450623,2.5027575492858887,0.05280333384871483,-0.05492883175611496,2.2494454383850098,0.053821686655282974,0.152409166097641,2.173391342163086,-0.14501796662807465,-0.3741998076438904,2.283345937728882,0.295239120721817,-0.37097281217575073,2.2652173042297363,1052.1734619140625,2236.7317838277518
1478626919474,free_gestures,0.05552971735596657,0.3057366609573364,2.115530252456665,-0.1293211728334427,0.1430610865354538,2.1762537956237793,-0.18167513608932495,-0.0903424546122551,2.259373903274536,-0.18710283935070038,-0.31668761372566223,2.299175977706909,-0.1823224127292633,-0.38061803579330444,2.301513195037842,-0.18458066880702972,-0.4385390281677246,2.2928874492645264,-0.015165953896939754,-0.3325061798095703,2.301870107650757,-0.04697684943675995,-0.6402462720870972,2.4485812187194824,-0.016505267471075058,-0.9055240154266357,2.6043176651000977,-0.01918155886232853,-0.974376916885376,2.4903533458709717,0.22902292013168335,0.1376567929983139,2.166494846343994,0.269079327583313,-0.10138041526079178,2.2418830394744873,0.27040937542915344,-0.3173746168613434,2.2738404273986816,0.26426932215690613,-0.38327500224113464,2.2852134704589844,0.264806866645813,-0.44477298855781555,2.2784199714660645,0.11522785574197769,-0.3322063386440277,2.2990686893463135,0.12214428186416626,-0.6207244396209717,2.429370880126953,0.11451049894094467,-0.9156172871589661,2.6166677474975586,0.11005295813083649,-0.9844102263450623,2.5027575492858887,0.05280333384871483,-0.05492883175611496,2.2494454383850098,0.053821686655282974,0.152409166097641,2.173391342163086,-0.14501796662807465,-0.3741998076438904,2.283345937728882,0.295239120721817,-0.37097281217575073,2.2652173042297363,1052.1734619140625,2236.7317838277518
1478626919490,free_gestures,0.056117359548807144,0.30528026819229126,2.1147212982177734,-0.1288413107395172,0.14252230525016785,2.173923969268799,-0.18138344585895538,-0.09117524325847626,2.256300926208496,-0.1864594668149948,-0.3154897093772888,2.2934415340423584,-0.18267811834812164,-0.3810953199863434,2.2956159114837646,-0.18717867136001587,-0.441658616065979,2.2952358722686768,-0.014443573541939259,-0.3328814208507538,2.3008742332458496,-0.04691840335726738,-0.6397566199302673,2.4473915100097656,-0.016490329056978226,-0.9054699540138245,2.6041994094848633,-0.0183857511729002,-0.9743446707725525,2.4902334213256836,0.22929640114307404,0.13759729266166687,2.166743755340576,0.2697680592536926,-0.10015134513378143,2.2450342178344727,0.27502602338790894,-0.3202038109302521,2.279526948928833,0.2685939073562622,-0.3848854899406433,2.2883450984954834,0.26610442996025085,-0.4451415240764618,2.283860921859741,0.11585158109664917,-0.332436203956604,2.299269914627075,0.12191267311573029,-0.6241795420646667,2.4323222637176514,0.1146206259727478,-0.9161170721054077,2.616978406906128,0.11094290763139725,-0.9849269986152649,2.503068447113037,0.05317318066954613,-0.055343396961688995,2.2488365173339844,0.054030194878578186,0.15191633999347687,2.1725869178771973,-0.1412709504365921,-0.3722361922264099,2.277111053466797,0.3002687990665436,-0.37887680530548096,2.267200231552124,1052.1734619140625,2236.7317838277518
1478626919523,free_gestures,0.056164175271987915,0.3049619495868683,2.1139917373657227,-0.1292612999677658,0.14150385558605194,2.1723008155822754,-0.18115752935409546,-0.09299248456954956,2.2532057762145996,-0.18555708229541779,-0.31494244933128357,2.2888989448547363,-0.18092799186706543,-0.37845680117607117,2.2904374599456787,-0.18819931149482727,-0.43842655420303345,2.28671932220459,-0.013560306280851364,-0.33361899852752686,2.2990658283233643,-0.0470549538731575,-0.6381338238716125,2.44413423538208,-0.01648082584142685,-0.9054615497589111,2.6041955947875977,-0.01777028478682041,-0.9743342399597168,2.4902141094207764,0.22949597239494324,0.1376439779996872,2.1669423580169678,0.27094802260398865,-0.09891843050718307,2.2475650310516357,0.2764832675457001,-0.3207254409790039,2.2814579010009766,0.27189111709594727,-0.3856634199619293,2.2867431640625,0.2658586800098419,-0.4447355568408966,2.2817840576171875,0.11646707355976105,-0.33261266350746155,2.2992472648620605,0.12147711217403412,-0.6262403130531311,2.4338877201080322,0.11471835523843765,-0.9160747528076172,2.616910696029663,0.11164535582065582,-0.9848827719688416,2.5029850006103516,0.05331869423389435,-0.0556396059691906,2.2481689453125,0.053855761885643005,0.1517038345336914,2.171966075897217,-0.14343410730361938,-0.376975417137146,2.2746665477752686,0.30496692657470703,-0.380109965801239,2.2628636360168457,1052.1734619140625,2236.7317838277518
1478626919538,free_gestures,0.056164175271987915,0.3049619495868683,2.1139917373657227,-0.1292612999677658,0.14150385558605194,2.1723008155822754,-0.18115752935409546,-0.09299248456954956,2.2532057762145996,-0.18555708229541779,-0.31494244933128357,2.2888989448547363,-0.18092799186706543,-0.37845680117607117,2.2904374599456787,-0.18819931149482727,-0.43842655420303345,2.28671932220459,-0.013560306280851364,-0.33361899852752686,2.2990658283233643,-0.0470549538731575,-0.6381338238716125,2.44413423538208,-0.01648082584142685,-0.9054615497589111,2.6041955947875977,-0.01777028478682041,-0.9743342399597168,2.4902141094207764,0.22949597239494324,0.1376439779996872,2.1669423580169678,0.27094802260398865,-0.09891843050718307,2.2475650310516357,0.2764832675457001,-0.3207254409790039,2.2814579010009766,0.27189111709594727,-0.3856634199619293,2.2867431640625,0.2658586800098419,-0.4447355568408966,2.2817840576171875,0.11646707355976105,-0.33261266350746155,2.2992472648620605,0.12147711217403412,-0.6262403130531311,2.4338877201080322,0.11471835523843765,-0.9160747528076172,2.616910696029663,0.11164535582065582,-0.9848827719688416,2.5029850006103516,0.05331869423389435,-0.0556396059691906,2.2481689453125,0.053855761885643005,0.1517038345336914,2.171966075897217,-0.14343410730361938,-0.376975417137146,2.2746665477752686,0.30496692657470703,-0.380109965801239,2.2628636360168457,1052.1734619140625,2236.7317838277518
1478626919557,free_gestures,0.056390393525362015,0.30430978536605835,2.1134836673736572,-0.12909208238124847,0.14112907648086548,2.170055866241455,-0.18107011914253235,-0.09384224563837051,2.249843120574951,-0.1847214251756668,-0.3175346851348877,2.28421688079834,-0.1792847216129303,-0.3825702369213104,2.284790515899658,-0.18581286072731018,-0.4442043602466583,2.284477710723877,-0.01203247345983982,-0.3340173363685608,2.2974138259887695,-0.04530934989452362,-0.6393663287162781,2.444321870803833,-0.016445742920041084,-0.9054746627807617,2.604189157485962,-0.016587410122156143,-0.9743306040763855,2.4901773929595947,0.23033379018306732,0.1378212422132492,2.1685075759887695,0.2722049653530121,-0.09808962047100067,2.250422239303589,0.27946168184280396,-0.32127299904823303,2.2832419872283936,0.2741234600543976,-0.3851486146450043,2.2872426509857178,0.26828521490097046,-0.4459392726421356,2.285820722579956,0.11763101816177368,-0.33283087611198425,2.299135208129883,0.121292844414711,-0.6266145706176758,2.4345531463623047,0.11480891704559326,-0.9161484837532043,2.617077589035034,0.1128830686211586,-0.9849397540092468,2.503121852874756,0.053697556257247925,-0.05599360913038254,2.247671604156494,0.05385022237896919,0.15139086544513702,2.171684980392456,-0.14394700527191162,-0.3870401382446289,2.265900135040283,0.31015273928642273,-0.38456326723098755,2.266357421875,1052.1734619140625,2236.7317838277518
1478626919588,free_gestures,0.056390393525362015,0.30430978536605835,2.1134836673736572,-0.12909208238124847,0.14112907648086548,2.170055866241455,-0.18107011914253235,-0.09384224563837051,2.249843120574951,-0.1847214251756668,-0.3175346851348877,2.28421688079834,-0.1792847216129303,-0.3825702369213104,2.284790515899658,-0.18581286072731018,-0.4442043602466583,2.284477710723877,-0.01203247345983982,-0.3340173363685608,2.2974138259887695,-0.04530934989452362,-0.6393663287162781,2.444321870803833,-0.016445742920041084,-0.9054746627807617,2.604189157485962,-0.016587410122156143,-0.9743306040763855,2.4901773929595947,0.23033379018306732,0.1378212422132492,2.1685075759887695,0.2722049653530121,-0.09808962047100067,2.250422239303589,0.27946168184280396,-0.32127299904823303,2.2832419872283936,0.2741234600543976,-0.3851486146450043,2.2872426509857178,0.26828521490097046,-0.4459392726421356,2.285820722579956,0.11763101816177368,-0.33283087611198425,2.299135208129883,0.121292844414711,-0.6266145706176758,2.4345531463623047,0.11480891704559326,-0.9161484837532043,2.617077589035034,0.1128830686211586,-0.9849397540092468,2.503121852874756,0.053697556257247925,-0.05599360913038254,2.247671604156494,0.05385022237896919,0.15139086544513702,2.171684980392456,-0.14394700527191162,-0.3870401382446289,2.265900135040283,0.31015273928642273,-0.38456326723098755,2.266357421875,1052.1734619140625,2236.7317838277518
